Name,Surname,H1,H2,H3,H4,H5,Exam
NewName4501,NewSurname8830,2,3,8,8,1,1
NewName7280,NewSurname861,2,7,9,9,8,1
NewName8771,NewSurname796,3,1,5,5,9,1
NewName3773,NewSurname6700,4,4,4,4,9,2
NewName5764,NewSurname4839,6,4,2,2,9,2
NewName2654,NewSurname4108,5,7,8,8,8,3
NewName3341,NewSurname393,7,1,4,4,6,5
NewName5843,NewSurname503,2,1,5,5,8,4
NewName2573,NewSurname6881,5,8,6,6,8,1
NewName356,NewSurname7534,7,8,7,7,6,1
NewName4723,NewSurname4121,9,5,4,4,2,3
NewName1908,NewSurname7001,4,8,1,1,3,2
NewName3183,NewSurname7496,2,6,5,5,1,5
NewName447,NewSurname858,6,2,9,9,2,1
NewName4948,NewSurname6472,6,9,5,5,4,4
NewName8471,NewSurname4088,8,9,7,7,2,1
NewName7645,NewSurname911,4,3,5,5,4,4
NewName5217,NewSurname2260,1,6,5,5,3,3
NewName7601,NewSurname7139,1,1,6,6,9,4
NewName9620,NewSurname1826,5,5,1,1,5,5
NewName2533,NewSurname7858,6,3,7,7,1,3
NewName3579,NewSurname3204,3,2,4,4,1,4
NewName8541,NewSurname7077,2,8,7,7,1,4
NewName5301,NewSurname2295,2,7,3,3,5,2
NewName5198,NewSurname7084,5,1,8,8,8,3
NewName38,NewSurname2080,9,3,4,4,5,4
NewName6774,NewSurname978,3,7,8,8,4,3
NewName3238,NewSurname4363,1,6,4,4,2,1
NewName1351,NewSurname1656,5,6,6,6,2,1
NewName3948,NewSurname3193,4,4,3,3,9,4
NewName6014,NewSurname2854,4,2,5,5,9,3
NewName9704,NewSurname5499,2,2,9,9,7,2
NewName923,NewSurname7915,5,8,3,3,8,2
NewName8919,NewSurname2955,1,8,4,4,8,1
NewName3208,NewSurname605,4,2,1,1,1,1
NewName3843,NewSurname2196,8,5,1,1,9,3
NewName8258,NewSurname6592,1,3,3,3,3,5
NewName7909,NewSurname4976,8,1,6,6,7,3
NewName268,NewSurname5455,5,6,4,4,4,1
NewName2495,NewSurname4088,8,4,5,5,8,3
NewName5136,NewSurname9929,3,8,7,7,3,3
NewName4662,NewSurname2151,8,5,9,9,2,1
NewName5764,NewSurname2444,2,9,9,9,1,2
NewName4388,NewSurname3343,3,9,5,5,4,3
NewName7740,NewSurname2202,9,7,5,5,6,1
NewName9637,NewSurname705,8,9,5,5,7,1
NewName1186,NewSurname1615,7,7,8,8,5,1
NewName3457,NewSurname4868,9,4,5,5,6,1
NewName9994,NewSurname8063,3,2,1,1,2,6
NewName1903,NewSurname731,1,4,1,1,3,5
NewName1451,NewSurname8997,3,3,1,1,3,5
NewName3349,NewSurname6846,8,5,6,6,8,2
NewName7419,NewSurname5286,1,5,5,5,9,5
NewName8173,NewSurname9244,5,7,5,5,9,4
NewName2329,NewSurname1822,8,8,4,4,9,4
NewName9154,NewSurname6209,8,8,2,2,1,1
NewName9406,NewSurname1440,6,5,1,1,3,3
NewName7067,NewSurname2315,1,6,1,1,2,1
NewName476,NewSurname5401,3,1,7,7,7,1
NewName0,NewSurname5724,8,3,1,1,4,4
NewName6727,NewSurname1549,6,8,4,4,4,4
NewName8880,NewSurname9083,9,2,2,2,5,3
NewName7420,NewSurname2620,7,1,5,5,7,3
NewName2310,NewSurname458,9,9,2,2,4,4
NewName6615,NewSurname1162,3,1,3,3,1,4
NewName236,NewSurname8519,2,8,1,1,5,5
NewName5704,NewSurname4939,6,7,6,6,3,3
NewName7397,NewSurname5966,9,1,4,4,2,1
NewName511,NewSurname7143,2,5,1,1,5,1
NewName8887,NewSurname447,7,1,3,3,2,5
NewName5815,NewSurname9148,6,8,3,3,8,1
NewName8471,NewSurname6543,1,8,2,2,6,3
NewName8935,NewSurname5498,4,5,2,2,3,1
NewName3916,NewSurname6682,8,7,8,8,5,3
NewName9818,NewSurname343,5,5,7,7,4,2
NewName6109,NewSurname515,9,7,8,8,1,4
NewName7775,NewSurname2305,7,7,9,9,8,1
NewName5134,NewSurname12,6,8,1,1,5,1
NewName6870,NewSurname3750,9,6,3,3,4,4
NewName665,NewSurname1026,1,3,7,7,3,3
NewName1544,NewSurname9836,2,7,6,6,4,2
NewName1270,NewSurname9658,7,1,6,6,7,2
NewName7474,NewSurname4421,8,7,2,2,2,3
NewName3847,NewSurname1025,3,7,3,3,2,1
NewName4928,NewSurname8794,6,6,7,7,1,4
NewName1542,NewSurname8942,6,3,5,5,3,1
NewName2682,NewSurname7365,3,3,5,5,4,2
NewName8854,NewSurname1978,1,4,6,6,5,2
NewName5146,NewSurname3238,3,9,1,1,5,1
NewName2460,NewSurname1466,4,5,5,5,7,1
NewName7539,NewSurname3250,9,5,2,2,6,4
NewName1751,NewSurname5897,7,9,3,3,8,4
NewName5037,NewSurname4793,4,4,2,2,8,5
NewName8907,NewSurname8983,7,5,8,8,8,4
NewName6840,NewSurname9537,4,2,5,5,5,2
NewName9233,NewSurname1108,9,6,2,2,1,3
NewName6526,NewSurname4443,2,6,3,3,9,4
NewName734,NewSurname3291,9,2,4,4,1,2
NewName2739,NewSurname5608,1,2,2,2,4,2
NewName5699,NewSurname3700,7,8,2,2,6,2
NewName1201,NewSurname3110,1,9,9,9,6,1
NewName7417,NewSurname7399,5,8,6,6,3,4
NewName6595,NewSurname7684,2,5,2,2,4,4
NewName664,NewSurname1746,9,2,5,5,8,3
NewName3656,NewSurname6156,1,2,4,4,1,5
NewName1140,NewSurname8690,8,3,4,4,1,5
NewName7791,NewSurname4540,1,6,6,6,7,4
NewName9803,NewSurname2439,6,7,7,7,1,3
NewName3541,NewSurname4333,6,4,1,1,5,3
NewName3261,NewSurname3919,7,5,8,8,1,1
NewName2068,NewSurname6568,7,6,3,3,9,4
NewName8010,NewSurname3125,8,4,9,9,3,1
NewName8897,NewSurname5717,8,4,9,9,2,4
NewName5088,NewSurname2926,8,1,7,7,3,2
NewName2420,NewSurname9336,7,1,1,1,6,3
NewName9391,NewSurname7291,3,6,7,7,4,5
NewName3983,NewSurname7041,3,2,4,4,4,2
NewName8909,NewSurname5756,7,1,9,9,1,2
NewName4745,NewSurname2616,4,1,7,7,8,5
NewName3996,NewSurname3735,7,2,6,6,9,3
NewName7385,NewSurname7445,6,6,7,7,7,1
NewName3587,NewSurname9916,7,1,7,7,7,1
NewName6536,NewSurname3247,5,3,1,1,7,4
NewName7687,NewSurname1250,4,9,3,3,9,2
NewName2349,NewSurname1465,5,7,3,3,1,5
NewName523,NewSurname2147,1,8,4,4,6,4
NewName4879,NewSurname7067,1,7,2,2,4,4
NewName7199,NewSurname4054,9,5,3,3,8,4
NewName3336,NewSurname6456,4,9,7,7,3,4
NewName8538,NewSurname1043,9,8,5,5,7,1
NewName3585,NewSurname9223,6,1,4,4,1,3
NewName3506,NewSurname9280,2,2,6,6,5,2
NewName688,NewSurname9674,1,2,3,3,4,3
NewName4026,NewSurname9234,4,4,6,6,4,1
NewName5791,NewSurname4550,9,5,2,2,1,1
NewName7249,NewSurname4126,9,6,5,5,4,2
NewName6256,NewSurname1763,3,5,6,6,8,2
NewName979,NewSurname9121,3,5,3,3,8,1
NewName8731,NewSurname7781,3,8,3,3,2,1
NewName8750,NewSurname9803,5,6,7,7,2,4
NewName5115,NewSurname767,9,3,7,7,1,4
NewName1649,NewSurname4699,2,2,9,9,2,4
NewName857,NewSurname955,1,5,3,3,2,1
NewName5046,NewSurname2345,8,2,4,4,1,3
NewName2913,NewSurname1642,9,4,1,1,2,5
NewName244,NewSurname5887,1,6,5,5,5,1
NewName8397,NewSurname8123,1,8,8,8,4,1
NewName628,NewSurname7978,2,1,3,3,1,2
NewName5804,NewSurname7443,9,7,5,5,8,3
NewName2319,NewSurname9702,6,7,4,4,6,3
NewName7064,NewSurname409,3,2,5,5,6,3
NewName7372,NewSurname8499,9,9,4,4,8,4
NewName8537,NewSurname4231,9,6,5,5,4,1
NewName9515,NewSurname7021,2,2,8,8,3,4
NewName2059,NewSurname4997,8,5,8,8,4,3
NewName4161,NewSurname2536,2,7,4,4,4,4
NewName5052,NewSurname5518,7,6,4,4,9,4
NewName2951,NewSurname2991,3,2,5,5,2,2
NewName4877,NewSurname2085,7,4,3,3,4,1
NewName8494,NewSurname5458,1,1,1,1,2,2
NewName6770,NewSurname5215,3,6,1,1,2,3
NewName5943,NewSurname3078,1,3,1,1,2,2
NewName9548,NewSurname2327,7,6,4,4,1,2
NewName5885,NewSurname5806,3,8,3,3,8,1
NewName8289,NewSurname7979,3,2,6,6,4,2
NewName6533,NewSurname7284,7,9,6,6,8,1
NewName1898,NewSurname3009,7,1,5,5,3,5
NewName6237,NewSurname1682,6,8,4,4,4,3
NewName790,NewSurname2118,2,1,2,2,2,6
NewName7318,NewSurname3299,4,3,2,2,5,1
NewName1032,NewSurname6714,3,6,3,3,5,4
NewName9381,NewSurname4433,3,3,9,9,6,3
NewName9282,NewSurname1553,5,9,9,9,3,3
NewName8997,NewSurname3342,3,1,2,2,4,1
NewName3464,NewSurname7323,6,8,3,3,2,4
NewName4709,NewSurname5002,6,3,2,2,2,3
NewName8610,NewSurname2582,9,5,2,2,3,5
NewName4560,NewSurname2576,4,4,6,6,2,5
NewName9933,NewSurname7287,2,5,5,5,3,1
NewName3912,NewSurname1453,4,9,7,7,1,3
NewName430,NewSurname628,9,3,6,6,4,2
NewName3564,NewSurname6408,4,8,9,9,9,1
NewName4923,NewSurname6110,6,2,6,6,9,2
NewName734,NewSurname8276,9,9,6,6,2,3
NewName4854,NewSurname7821,8,8,6,6,6,2
NewName2132,NewSurname367,9,7,4,4,9,2
NewName5698,NewSurname8808,6,8,2,2,6,4
NewName4420,NewSurname7515,8,6,3,3,1,3
NewName3752,NewSurname1038,6,4,2,2,2,3
NewName7847,NewSurname9088,5,6,4,4,3,3
NewName2256,NewSurname3108,2,5,3,3,4,3
NewName1024,NewSurname2831,5,9,4,4,4,3
NewName1864,NewSurname9900,7,8,3,3,4,4
NewName7686,NewSurname3127,1,3,1,1,8,2
NewName905,NewSurname4023,3,8,6,6,2,4
NewName7980,NewSurname7269,7,9,3,3,8,3
NewName4010,NewSurname5263,2,2,6,6,1,3
NewName7373,NewSurname5996,4,8,8,8,2,2
NewName738,NewSurname4061,6,1,1,1,5,4
NewName4881,NewSurname3564,2,8,3,3,6,2
NewName8444,NewSurname143,2,5,5,5,1,1
NewName2081,NewSurname9851,5,3,5,5,7,4
NewName3990,NewSurname2107,1,5,1,1,1,2
NewName3447,NewSurname3256,7,5,2,2,7,1
NewName3153,NewSurname7619,4,8,8,8,7,3
NewName9548,NewSurname7194,1,3,9,9,9,2
NewName2101,NewSurname1602,9,7,8,8,8,1
NewName3979,NewSurname3671,8,8,6,6,3,3
NewName620,NewSurname4640,6,2,3,3,4,5
NewName7006,NewSurname3188,3,8,8,8,5,3
NewName842,NewSurname1270,5,3,7,7,5,4
NewName4905,NewSurname2426,2,3,1,1,4,4
NewName1084,NewSurname8669,7,1,1,1,7,3
NewName919,NewSurname8795,2,2,9,9,5,2
NewName8191,NewSurname9876,2,7,8,8,9,1
NewName1762,NewSurname5798,1,8,9,9,6,4
NewName9309,NewSurname8819,3,6,6,6,3,4
NewName6467,NewSurname2803,6,6,2,2,1,2
NewName4960,NewSurname469,9,6,4,4,2,1
NewName3624,NewSurname9567,9,5,9,9,3,2
NewName6284,NewSurname6831,1,2,6,6,8,2
NewName2671,NewSurname7122,2,2,1,1,5,2
NewName3456,NewSurname4816,5,6,2,2,7,3
NewName1550,NewSurname1398,1,7,2,2,9,5
NewName5273,NewSurname7916,3,3,1,1,7,1
NewName9275,NewSurname4382,9,9,4,4,1,4
NewName639,NewSurname125,1,4,5,5,3,1
NewName5199,NewSurname1290,6,4,5,5,4,2
NewName5571,NewSurname4754,4,7,7,7,1,1
NewName1419,NewSurname8452,8,1,9,9,5,4
NewName7022,NewSurname9610,2,5,6,6,2,3
NewName8867,NewSurname8447,2,4,4,4,4,1
NewName3145,NewSurname4188,6,7,1,1,2,3
NewName648,NewSurname6739,1,5,9,9,6,1
NewName3426,NewSurname7780,1,5,6,6,1,2
NewName8253,NewSurname5244,5,4,4,4,4,3
NewName5420,NewSurname1907,1,2,3,3,5,3
NewName2595,NewSurname2628,5,2,6,6,6,4
NewName7489,NewSurname8891,1,1,7,7,2,3
NewName9053,NewSurname7124,3,4,6,6,6,3
NewName8014,NewSurname1318,6,5,3,3,2,4
NewName509,NewSurname6381,7,6,8,8,4,2
NewName2759,NewSurname5748,3,7,5,5,2,5
NewName3528,NewSurname9840,5,1,1,1,5,1
NewName9591,NewSurname6380,9,5,3,3,8,4
NewName1867,NewSurname2675,6,9,4,4,3,1
NewName5215,NewSurname1312,5,2,1,1,5,4
NewName8139,NewSurname5485,1,4,6,6,9,3
NewName8407,NewSurname8190,9,2,4,4,1,5
NewName8544,NewSurname8918,1,4,4,4,7,3
NewName5630,NewSurname2909,5,2,4,4,9,4
NewName5032,NewSurname5451,1,8,3,3,2,3
NewName9332,NewSurname4672,3,9,2,2,4,1
NewName3147,NewSurname1448,3,9,1,1,4,5
NewName6132,NewSurname6877,9,6,3,3,6,4
NewName2836,NewSurname8534,8,6,1,1,3,1
NewName2146,NewSurname5232,7,4,6,6,8,1
NewName6358,NewSurname5834,7,4,1,1,9,2
NewName836,NewSurname5074,4,4,5,5,7,4
NewName966,NewSurname8790,9,7,9,9,3,4
NewName2726,NewSurname3833,2,3,1,1,7,4
NewName8699,NewSurname7471,5,8,7,7,6,4
NewName2909,NewSurname5205,3,6,7,7,5,1
NewName9424,NewSurname3973,6,4,7,7,2,4
NewName6292,NewSurname6937,7,1,5,5,8,4
NewName6950,NewSurname1206,2,1,9,9,6,4
NewName7060,NewSurname9051,7,2,7,7,3,5
NewName9328,NewSurname9501,2,4,5,5,2,3
NewName9470,NewSurname1444,5,6,3,3,6,3
NewName8226,NewSurname8984,8,3,2,2,9,1
NewName9917,NewSurname5619,1,1,5,5,5,5
NewName7764,NewSurname4053,2,6,7,7,6,2
NewName2854,NewSurname1179,5,2,9,9,7,3
NewName9214,NewSurname1653,6,8,4,4,4,2
NewName6592,NewSurname7115,9,1,5,5,6,2
NewName9838,NewSurname6608,6,2,3,3,6,1
NewName8708,NewSurname5020,5,4,4,4,6,1
NewName3346,NewSurname8317,5,5,5,5,7,2
NewName3802,NewSurname7985,8,1,2,2,5,4
NewName6139,NewSurname5827,4,9,7,7,5,2
NewName2153,NewSurname792,9,8,4,4,5,2
NewName1755,NewSurname5536,1,5,1,1,5,1
NewName9152,NewSurname6724,3,3,1,1,1,4
NewName9609,NewSurname7130,8,6,4,4,7,2
NewName9993,NewSurname3599,9,1,3,3,8,2
NewName2657,NewSurname2138,7,6,2,2,2,3
NewName3048,NewSurname1704,7,3,2,2,9,4
NewName576,NewSurname8996,5,1,5,5,7,2
NewName8629,NewSurname3651,6,2,5,5,9,1
NewName878,NewSurname7772,2,8,9,9,9,2
NewName5164,NewSurname8754,2,2,6,6,3,4
NewName191,NewSurname506,7,3,3,3,1,4
NewName5327,NewSurname8092,6,4,6,6,9,3
NewName298,NewSurname3733,5,7,1,1,5,2
NewName2215,NewSurname5630,2,5,5,5,7,4
NewName9596,NewSurname5375,3,5,8,8,3,5
NewName3605,NewSurname3029,3,9,7,7,3,1
NewName3490,NewSurname4242,3,4,9,9,1,2
NewName614,NewSurname3361,4,8,2,2,2,5
NewName8098,NewSurname457,5,5,1,1,9,2
NewName3013,NewSurname383,6,1,9,9,4,2
NewName7760,NewSurname2457,2,2,8,8,5,5
NewName8348,NewSurname6905,3,7,3,3,2,1
NewName1562,NewSurname2917,2,8,5,5,6,1
NewName5751,NewSurname8250,9,3,6,6,8,1
NewName6652,NewSurname4295,9,3,1,1,4,2
NewName1697,NewSurname1822,4,8,6,6,7,2
NewName3126,NewSurname9206,5,1,7,7,5,4
NewName7956,NewSurname4241,1,7,1,1,4,1
NewName4692,NewSurname5224,5,2,7,7,1,2
NewName4164,NewSurname9884,1,9,1,1,9,2
NewName5258,NewSurname2429,4,1,2,2,4,3
NewName2581,NewSurname8469,8,6,8,8,5,1
NewName615,NewSurname2775,4,8,6,6,5,4
NewName7484,NewSurname4385,8,4,5,5,8,1
NewName5829,NewSurname5631,6,2,4,4,4,4
NewName497,NewSurname3980,1,2,7,7,7,2
NewName1967,NewSurname5809,7,4,9,9,2,5
NewName9310,NewSurname7865,1,1,3,3,1,2
NewName5057,NewSurname6615,7,4,5,5,6,4
NewName3456,NewSurname5489,7,6,9,9,8,3
NewName1305,NewSurname2324,4,2,1,1,1,2
NewName3491,NewSurname3829,8,1,5,5,5,3
NewName7158,NewSurname4714,3,3,2,2,6,3
NewName8447,NewSurname5120,1,4,4,4,3,3
NewName2600,NewSurname5684,1,8,6,6,6,1
NewName5866,NewSurname8120,8,2,5,5,3,3
NewName2088,NewSurname9986,6,1,5,5,2,1
NewName4281,NewSurname3232,2,1,7,7,2,5
NewName8170,NewSurname7552,1,7,7,7,1,1
NewName5511,NewSurname9099,3,9,7,7,7,4
NewName2455,NewSurname6711,9,7,3,3,6,4
NewName1419,NewSurname6387,1,2,6,6,6,2
NewName336,NewSurname3212,7,7,8,8,1,1
NewName8822,NewSurname7461,7,9,3,3,6,3
NewName336,NewSurname1447,9,4,1,1,7,2
NewName4486,NewSurname8670,6,5,7,7,6,4
NewName1053,NewSurname4648,8,2,5,5,2,5
NewName3361,NewSurname9480,3,3,7,7,7,2
NewName1415,NewSurname5995,5,4,9,9,7,3
NewName6368,NewSurname1176,6,7,2,2,5,2
NewName2540,NewSurname5044,3,6,9,9,4,3
NewName7190,NewSurname1886,7,3,3,3,5,4
NewName9799,NewSurname463,3,1,9,9,7,2
NewName5747,NewSurname5615,9,6,3,3,4,1
NewName3845,NewSurname9967,1,3,9,9,6,1
NewName5896,NewSurname2902,1,7,5,5,7,3
NewName2523,NewSurname4796,8,3,3,3,3,4
NewName2851,NewSurname7644,1,3,2,2,8,2
NewName1592,NewSurname8869,9,1,4,4,3,5
NewName4962,NewSurname9952,2,9,9,9,5,2
NewName8,NewSurname5900,2,8,4,4,2,1
NewName5248,NewSurname8851,9,4,7,7,8,1
NewName5424,NewSurname1064,4,9,1,1,4,5
NewName7032,NewSurname5557,1,4,2,2,3,1
NewName9059,NewSurname6364,5,3,7,7,9,4
NewName8846,NewSurname4540,2,2,1,1,7,3
NewName6452,NewSurname1362,7,2,7,7,1,3
NewName455,NewSurname7284,5,7,2,2,5,5
NewName2903,NewSurname2141,9,6,1,1,3,3
NewName6881,NewSurname6251,4,6,1,1,7,2
NewName1723,NewSurname203,1,9,9,9,4,3
NewName9922,NewSurname6958,9,7,4,4,8,3
NewName9890,NewSurname645,3,4,8,8,7,1
NewName4906,NewSurname7572,4,1,6,6,6,4
NewName6412,NewSurname1992,9,8,1,1,2,3
NewName7408,NewSurname8754,6,2,3,3,6,4
NewName6046,NewSurname7921,5,7,5,5,7,2
NewName2335,NewSurname4166,4,4,6,6,3,1
NewName4163,NewSurname6451,6,5,4,4,8,3
NewName4582,NewSurname6149,1,5,7,7,3,1
NewName7155,NewSurname5430,3,3,6,6,7,4
NewName2019,NewSurname9933,4,1,3,3,3,4
NewName8985,NewSurname2337,3,4,4,4,9,2
NewName1687,NewSurname9681,6,6,5,5,9,1
NewName9945,NewSurname7114,2,5,6,6,8,1
NewName1443,NewSurname6179,7,6,3,3,8,2
NewName405,NewSurname7338,3,4,8,8,6,1
NewName7191,NewSurname8025,7,1,4,4,9,4
NewName2399,NewSurname6760,4,5,2,2,7,4
NewName5503,NewSurname665,1,2,2,2,6,2
NewName1936,NewSurname562,7,4,3,3,3,5
NewName9850,NewSurname2768,7,8,6,6,8,3
NewName8156,NewSurname2211,2,7,6,6,3,1
NewName2726,NewSurname9019,2,5,1,1,1,4
NewName3098,NewSurname4870,2,8,8,8,7,3
NewName5702,NewSurname4735,6,1,2,2,6,1
NewName8372,NewSurname7890,4,1,2,2,5,5
NewName2628,NewSurname2666,5,7,7,7,5,1
NewName6502,NewSurname5865,9,8,8,8,3,2
NewName9048,NewSurname1042,5,7,9,9,5,2
NewName5544,NewSurname5403,3,1,4,4,5,3
NewName1439,NewSurname7715,4,6,8,8,7,2
NewName6848,NewSurname2868,1,2,5,5,5,3
NewName7152,NewSurname6736,5,1,4,4,5,3
NewName6437,NewSurname2013,1,5,9,9,2,1
NewName100,NewSurname5406,4,3,2,2,3,5
NewName5858,NewSurname3778,5,5,3,3,3,2
NewName3213,NewSurname363,7,4,6,6,7,1
NewName7690,NewSurname3881,5,7,4,4,5,1
NewName4617,NewSurname7202,3,8,7,7,8,3
NewName707,NewSurname3906,5,8,7,7,2,1
NewName1350,NewSurname4585,8,8,6,6,8,3
NewName6714,NewSurname6610,2,4,3,3,7,4
NewName3419,NewSurname2834,1,3,2,2,4,2
NewName7261,NewSurname2448,4,3,4,4,4,4
NewName7028,NewSurname8681,4,1,4,4,4,3
NewName4687,NewSurname3799,7,8,5,5,7,2
NewName945,NewSurname5237,4,6,6,6,9,2
NewName9000,NewSurname9644,8,1,9,9,2,2
NewName1116,NewSurname9592,8,1,2,2,4,2
NewName273,NewSurname5885,9,4,3,3,8,1
NewName7474,NewSurname6190,1,1,3,3,5,1
NewName864,NewSurname2790,2,5,3,3,4,4
NewName6127,NewSurname9630,2,1,4,4,5,2
NewName6750,NewSurname5816,2,8,6,6,8,4
NewName4538,NewSurname65,6,8,9,9,5,3
NewName1743,NewSurname7051,5,3,3,3,6,4
NewName8164,NewSurname7036,6,4,3,3,9,3
NewName62,NewSurname4950,6,4,9,9,2,2
NewName2776,NewSurname8597,6,8,3,3,1,5
NewName4254,NewSurname5540,1,2,1,1,5,5
NewName710,NewSurname688,3,6,4,4,1,2
NewName822,NewSurname32,6,7,7,7,3,2
NewName1145,NewSurname4443,6,7,4,4,1,1
NewName1916,NewSurname9317,3,3,4,4,3,5
NewName4898,NewSurname6221,8,1,7,7,1,1
NewName8735,NewSurname2051,3,5,7,7,2,3
NewName8400,NewSurname8026,9,9,5,5,5,3
NewName1531,NewSurname1487,5,5,7,7,8,1
NewName8004,NewSurname6645,1,7,5,5,8,1
NewName6706,NewSurname2775,1,8,5,5,4,4
NewName3707,NewSurname4772,5,6,4,4,2,3
NewName9021,NewSurname6116,3,4,3,3,5,3
NewName7775,NewSurname5274,2,1,1,1,7,4
NewName4709,NewSurname5397,9,9,9,9,1,2
NewName1099,NewSurname8354,6,4,2,2,6,4
NewName1217,NewSurname2538,6,7,4,4,2,5
NewName3516,NewSurname7726,8,4,5,5,1,2
NewName6331,NewSurname726,8,3,8,8,9,4
NewName9076,NewSurname2939,3,5,9,9,7,1
