Name,Surname,H1,H2,H3,H4,H5,Exam
NewName5172,NewSurname5899,4,9,4,4,9,6
NewName6774,NewSurname6051,2,3,1,1,2,7
NewName2371,NewSurname3946,4,5,7,7,5,7
NewName4665,NewSurname2634,1,7,6,6,4,8
NewName2590,NewSurname1287,6,2,3,3,2,9
NewName9101,NewSurname9310,4,5,8,8,6,9
NewName2609,NewSurname7390,6,5,4,4,3,6
NewName9600,NewSurname2673,8,4,7,7,7,9
NewName9672,NewSurname6087,4,9,4,4,8,9
NewName9821,NewSurname61,9,7,1,1,8,5
NewName3964,NewSurname2473,6,6,5,5,5,8
NewName2500,NewSurname5232,5,2,5,5,6,6
NewName1836,NewSurname3957,2,7,5,5,6,8
NewName3984,NewSurname4014,4,2,6,6,3,9
NewName3273,NewSurname2395,5,8,4,4,4,8
NewName9558,NewSurname2822,8,6,8,8,9,7
NewName6567,NewSurname9668,7,2,5,5,2,9
NewName8470,NewSurname2325,2,5,3,3,8,8
NewName1246,NewSurname5034,2,3,6,6,9,9
NewName5182,NewSurname9741,9,4,7,7,5,7
NewName9607,NewSurname3256,1,1,9,9,7,9
NewName9442,NewSurname2001,4,9,8,8,6,6
NewName6667,NewSurname9616,3,7,9,9,8,8
NewName9598,NewSurname91,7,7,9,9,8,6
NewName9811,NewSurname2731,3,1,9,9,7,6
NewName2714,NewSurname927,3,9,9,9,5,9
NewName9726,NewSurname8049,1,5,3,3,3,9
NewName4706,NewSurname983,9,6,7,7,3,7
NewName6815,NewSurname8523,1,4,1,1,9,8
NewName4601,NewSurname6443,3,2,5,5,5,6
NewName1675,NewSurname8206,7,4,3,3,7,8
NewName5099,NewSurname1084,2,1,9,9,4,6
NewName2137,NewSurname4103,7,9,7,7,5,6
NewName6656,NewSurname5869,3,3,3,3,2,7
NewName3178,NewSurname5797,7,3,9,9,2,8
NewName6363,NewSurname1685,2,9,9,9,9,7
NewName5546,NewSurname4296,3,5,3,3,6,5
NewName2018,NewSurname4053,6,2,7,7,6,5
NewName636,NewSurname4487,6,1,1,1,6,8
NewName5254,NewSurname485,7,3,4,4,2,9
NewName6601,NewSurname4499,2,8,9,9,6,7
NewName1135,NewSurname8059,8,4,8,8,7,6
NewName3265,NewSurname6518,4,8,3,3,9,5
NewName4367,NewSurname2343,2,1,5,5,5,9
NewName8919,NewSurname3587,4,2,4,4,5,8
NewName9303,NewSurname2608,6,4,3,3,3,9
NewName8995,NewSurname314,3,1,9,9,1,9
NewName3431,NewSurname2509,2,2,8,8,9,6
NewName5403,NewSurname4313,7,5,7,7,8,5
NewName5987,NewSurname2223,7,9,3,3,6,6
NewName77,NewSurname865,5,5,5,5,3,9
NewName6711,NewSurname1885,1,3,9,9,9,5
NewName4202,NewSurname2811,3,6,3,3,4,7
NewName7611,NewSurname2953,7,8,1,1,2,8
NewName5242,NewSurname4354,2,1,8,8,3,7
NewName9602,NewSurname1735,5,1,4,4,6,6
NewName3405,NewSurname8602,8,2,6,6,8,5
NewName2769,NewSurname8216,1,8,2,2,6,5
NewName545,NewSurname119,8,8,6,6,2,6
NewName8560,NewSurname8598,3,4,3,3,8,7
NewName8994,NewSurname973,7,6,5,5,4,7
NewName732,NewSurname2915,1,6,9,9,1,9
NewName9585,NewSurname3714,4,4,6,6,2,6
NewName7138,NewSurname4706,9,6,4,4,9,5
NewName9320,NewSurname3104,6,1,1,1,1,9
NewName9945,NewSurname4843,8,5,2,2,3,8
NewName2263,NewSurname5019,2,6,5,5,3,7
NewName6052,NewSurname9927,6,5,2,2,5,9
NewName5751,NewSurname3804,9,3,4,4,3,6
NewName5458,NewSurname1708,6,9,6,6,5,7
NewName6215,NewSurname9139,5,1,5,5,6,5
NewName7164,NewSurname51,9,9,9,9,2,8
NewName5473,NewSurname2701,8,7,1,1,1,6
NewName2691,NewSurname216,6,8,5,5,8,6
NewName4917,NewSurname2537,8,4,1,1,2,7
NewName8975,NewSurname7063,9,8,3,3,2,7
NewName8248,NewSurname2577,3,4,8,8,6,8
NewName9987,NewSurname6621,4,7,5,5,1,7
NewName5999,NewSurname7941,9,8,9,9,3,9
NewName9075,NewSurname5607,7,9,5,5,9,8
NewName5870,NewSurname9913,4,4,7,7,7,8
NewName7405,NewSurname1551,1,5,9,9,2,6
NewName7069,NewSurname2324,8,1,7,7,8,7
NewName2926,NewSurname5050,7,9,4,4,9,9
NewName5770,NewSurname3605,2,3,8,8,1,8
NewName5785,NewSurname622,1,7,3,3,8,7
NewName832,NewSurname684,3,2,2,2,2,7
NewName825,NewSurname6925,2,3,9,9,3,7
NewName8385,NewSurname892,9,6,1,1,3,6
NewName5393,NewSurname3249,9,2,9,9,4,8
NewName2437,NewSurname6699,4,2,7,7,6,9
NewName2852,NewSurname7331,7,8,3,3,3,7
NewName2888,NewSurname5157,4,5,1,1,7,7
NewName3814,NewSurname669,1,1,7,7,6,6
NewName2708,NewSurname6356,5,3,3,3,9,6
NewName3205,NewSurname4963,1,2,6,6,1,9
NewName1809,NewSurname2905,6,2,2,2,8,6
NewName5641,NewSurname2889,9,7,9,9,8,8
NewName2807,NewSurname8057,5,1,6,6,5,6
NewName3889,NewSurname2851,9,5,6,6,8,7
NewName8748,NewSurname4994,1,4,5,5,8,9
NewName8685,NewSurname347,9,9,4,4,1,7
NewName667,NewSurname8023,2,2,3,3,5,9
NewName610,NewSurname2379,4,9,1,1,3,6
NewName1701,NewSurname7862,7,9,6,6,9,4
NewName3829,NewSurname3751,5,3,5,5,4,7
NewName4747,NewSurname3051,5,8,8,8,9,6
NewName9975,NewSurname7667,7,9,9,9,7,7
NewName8791,NewSurname4600,5,3,4,4,9,5
NewName1783,NewSurname9171,3,3,6,6,1,6
NewName1726,NewSurname8577,3,3,4,4,9,7
NewName2363,NewSurname7481,6,4,5,5,3,9
NewName2280,NewSurname7577,4,6,6,6,4,8
NewName6862,NewSurname7629,9,8,7,7,8,4
NewName1209,NewSurname7952,7,8,5,5,2,8
NewName4079,NewSurname9765,4,3,7,7,3,8
NewName5131,NewSurname8478,9,8,4,4,1,7
NewName5465,NewSurname1843,7,6,6,6,2,8
NewName7947,NewSurname3105,7,3,7,7,9,5
NewName6069,NewSurname1178,1,4,5,5,3,6
NewName9687,NewSurname6877,7,5,5,5,6,5
NewName4813,NewSurname4542,5,8,8,8,5,6
NewName9262,NewSurname5854,9,1,8,8,4,6
NewName3813,NewSurname8167,6,2,6,6,7,7
NewName9397,NewSurname8666,6,7,8,8,7,7
NewName2481,NewSurname1478,6,3,7,7,6,8
NewName3504,NewSurname5735,8,4,4,4,1,9
NewName679,NewSurname2410,7,8,7,7,6,6
NewName843,NewSurname1003,3,4,7,7,2,7
NewName1322,NewSurname6423,3,5,9,9,8,7
NewName8280,NewSurname5603,7,9,6,6,2,8
NewName3328,NewSurname441,3,1,9,9,9,6
NewName4512,NewSurname4607,4,9,8,8,4,9
NewName2781,NewSurname1823,4,4,6,6,5,8
NewName2427,NewSurname3382,4,9,1,1,7,8
NewName133,NewSurname7275,7,8,2,2,7,5
NewName3752,NewSurname7334,9,9,4,4,6,9
NewName2742,NewSurname370,6,3,7,7,1,6
NewName9407,NewSurname1753,6,6,8,8,2,6
NewName8122,NewSurname4953,5,6,5,5,3,9
NewName4128,NewSurname4152,8,4,6,6,6,5
NewName9520,NewSurname5111,8,1,9,9,5,8
NewName5974,NewSurname3395,9,2,9,9,5,7
NewName8876,NewSurname7990,4,2,7,7,9,9
NewName3400,NewSurname2795,2,3,6,6,6,6
NewName7508,NewSurname4800,6,4,6,6,3,9
NewName4577,NewSurname6762,5,6,6,6,7,8
NewName4577,NewSurname7251,9,1,3,3,5,9
NewName140,NewSurname3491,4,5,9,9,9,6
NewName7607,NewSurname4514,6,1,5,5,8,6
NewName9402,NewSurname5985,2,5,4,4,4,6
NewName8206,NewSurname2713,3,4,1,1,7,7
NewName2542,NewSurname9938,9,1,3,3,2,9
NewName885,NewSurname8693,6,8,5,5,5,7
NewName9277,NewSurname3171,9,7,6,6,1,7
NewName6499,NewSurname812,3,8,8,8,2,5
NewName3350,NewSurname6602,9,4,9,9,2,9
NewName3997,NewSurname9858,3,2,8,8,6,6
NewName1530,NewSurname4406,5,8,3,3,9,9
NewName5166,NewSurname1346,5,8,5,5,6,7
NewName2503,NewSurname9867,4,6,8,8,6,9
NewName2902,NewSurname4283,5,8,5,5,2,6
NewName5331,NewSurname5251,6,7,9,9,5,9
NewName4680,NewSurname8573,6,5,2,2,8,8
NewName7159,NewSurname5077,3,2,9,9,5,7
NewName958,NewSurname4122,2,6,3,3,3,9
NewName975,NewSurname7514,4,1,6,6,3,7
NewName4608,NewSurname2676,1,5,3,3,2,8
NewName3801,NewSurname7721,6,3,3,3,3,7
NewName5902,NewSurname3846,6,4,3,3,7,8
NewName178,NewSurname1288,4,3,4,4,6,7
NewName7224,NewSurname8516,7,2,7,7,5,8
NewName172,NewSurname5534,6,6,6,6,3,7
NewName434,NewSurname2540,6,4,6,6,9,8
NewName5277,NewSurname1469,6,6,9,9,7,6
NewName9273,NewSurname9955,9,4,8,8,7,5
NewName5955,NewSurname5232,9,5,7,7,5,7
NewName4060,NewSurname8179,9,7,6,6,1,8
NewName4068,NewSurname7914,6,7,6,6,4,7
NewName3397,NewSurname7828,8,8,6,6,1,7
NewName408,NewSurname2334,2,1,9,9,4,9
NewName1064,NewSurname4730,1,8,8,8,6,7
NewName1549,NewSurname5855,7,9,7,7,1,9
NewName3315,NewSurname6165,6,1,7,7,1,9
NewName234,NewSurname9004,3,8,9,9,4,7
NewName3926,NewSurname2583,9,8,7,7,1,9
NewName4842,NewSurname8170,8,5,4,4,3,6
NewName1365,NewSurname5691,7,3,6,6,6,6
NewName586,NewSurname4378,6,8,9,9,5,4
NewName8949,NewSurname4401,9,8,1,1,6,7
NewName6792,NewSurname6089,9,1,7,7,3,8
NewName166,NewSurname9197,6,1,7,7,8,7
NewName2139,NewSurname7250,3,4,5,5,2,7
NewName2702,NewSurname2270,7,8,1,1,3,9
NewName8900,NewSurname2199,2,9,4,4,6,8
NewName2691,NewSurname6622,5,5,9,9,5,5
NewName8862,NewSurname5896,8,2,7,7,5,6
NewName9716,NewSurname797,3,4,3,3,9,7
NewName9331,NewSurname1064,4,6,2,2,6,7
NewName7580,NewSurname9336,5,6,9,9,7,6
NewName1935,NewSurname8284,7,4,3,3,6,7
NewName9630,NewSurname4456,6,6,3,3,8,9
NewName4193,NewSurname4625,6,7,5,5,6,7
NewName1946,NewSurname7792,1,1,8,8,3,9
NewName2258,NewSurname2300,2,3,1,1,5,6
NewName3219,NewSurname7374,2,8,2,2,5,6
NewName5545,NewSurname4494,9,6,8,8,2,8
NewName4262,NewSurname4063,5,7,6,6,7,6
NewName678,NewSurname3216,7,7,4,4,2,7
NewName7620,NewSurname3447,8,6,1,1,9,6
NewName8546,NewSurname5919,8,5,8,8,7,9
NewName3454,NewSurname4195,9,3,3,3,4,8
NewName7805,NewSurname3991,4,4,8,8,6,8
NewName6468,NewSurname5362,5,9,6,6,6,7
NewName8270,NewSurname3681,3,4,2,2,8,6
NewName81,NewSurname8007,3,9,5,5,3,9
NewName8758,NewSurname1408,4,2,9,9,8,8
NewName915,NewSurname6890,2,8,5,5,7,8
NewName5727,NewSurname8199,9,7,3,3,9,9
NewName5846,NewSurname7671,3,9,4,4,1,9
NewName8446,NewSurname4629,8,7,1,1,7,6
NewName1763,NewSurname9095,7,4,9,9,5,9
NewName5777,NewSurname2582,8,6,3,3,9,8
NewName1410,NewSurname7339,9,8,1,1,5,8
NewName2742,NewSurname7509,8,5,3,3,7,5
NewName7891,NewSurname4836,2,1,2,2,5,8
NewName4513,NewSurname8001,9,7,2,2,8,8
NewName2796,NewSurname2775,8,8,8,8,3,6
NewName4753,NewSurname6026,1,5,5,5,7,5
NewName3213,NewSurname4960,3,9,5,5,2,9
NewName1882,NewSurname8060,3,9,6,6,4,8
NewName7628,NewSurname2701,4,1,7,7,2,7
NewName951,NewSurname226,4,8,2,2,4,9
NewName4886,NewSurname1532,3,1,5,5,1,8
NewName2521,NewSurname2710,4,1,1,1,3,9
NewName912,NewSurname4897,8,5,8,8,5,7
NewName2814,NewSurname3136,5,4,2,2,9,6
NewName4576,NewSurname5792,8,4,8,8,4,8
NewName8114,NewSurname935,9,9,3,3,3,7
NewName4908,NewSurname5972,7,7,8,8,5,5
NewName507,NewSurname5713,9,3,3,3,9,7
NewName5770,NewSurname312,9,3,6,6,9,5
NewName4673,NewSurname9909,7,6,2,2,7,9
NewName356,NewSurname5810,4,7,9,9,8,6
NewName1835,NewSurname7824,7,2,9,9,1,8
NewName562,NewSurname9577,1,1,3,3,9,6
NewName3334,NewSurname4412,2,1,5,5,2,6
NewName4813,NewSurname874,5,4,9,9,9,7
NewName4356,NewSurname7015,8,5,9,9,1,8
NewName4126,NewSurname3737,6,2,5,5,6,8
NewName7509,NewSurname5760,5,9,1,1,5,7
NewName1869,NewSurname859,5,7,3,3,3,6
NewName9095,NewSurname3288,5,2,1,1,1,9
NewName1384,NewSurname846,5,9,3,3,5,9
NewName7803,NewSurname3150,8,2,6,6,6,7
NewName3362,NewSurname1849,2,8,5,5,4,8
NewName5363,NewSurname3126,6,7,4,4,8,8
NewName8850,NewSurname8352,9,7,5,5,5,9
NewName9320,NewSurname5832,6,3,9,9,6,5
NewName9307,NewSurname3691,9,6,5,5,2,9
NewName8266,NewSurname4596,8,9,9,9,2,7
NewName5613,NewSurname3595,6,5,6,6,2,8
NewName1519,NewSurname5740,8,9,4,4,3,5
NewName4484,NewSurname1034,7,2,2,2,9,5
NewName2899,NewSurname1254,4,9,3,3,6,8
NewName8726,NewSurname6337,5,7,5,5,7,8
NewName3727,NewSurname2755,7,8,3,3,1,7
NewName9395,NewSurname2298,1,7,2,2,6,6
NewName5143,NewSurname9139,3,5,1,1,9,6
NewName830,NewSurname1403,7,8,4,4,4,7
NewName3684,NewSurname8074,1,1,5,5,7,7
NewName859,NewSurname5714,1,3,4,4,5,7
NewName9631,NewSurname387,3,4,8,8,7,8
NewName7201,NewSurname5672,2,1,8,8,5,5
NewName4308,NewSurname3473,3,4,6,6,3,7
NewName3088,NewSurname4997,4,4,8,8,4,6
NewName220,NewSurname449,8,3,2,2,4,6
NewName1373,NewSurname2378,3,9,6,6,5,6
NewName6495,NewSurname5759,9,1,2,2,7,6
NewName4503,NewSurname7069,2,4,1,1,3,7
NewName9001,NewSurname1985,5,6,3,3,5,9
NewName1857,NewSurname8610,6,4,5,5,8,5
NewName3313,NewSurname3168,8,5,5,5,8,9
NewName897,NewSurname7838,8,4,2,2,7,9
NewName586,NewSurname7817,8,3,5,5,7,7
NewName8982,NewSurname6016,5,1,1,1,5,9
NewName4693,NewSurname3366,3,9,8,8,8,5
NewName8559,NewSurname991,2,7,4,4,6,7
NewName9367,NewSurname5033,5,4,5,5,3,8
NewName8940,NewSurname718,1,3,4,4,1,7
NewName9719,NewSurname2209,5,8,6,6,7,9
NewName4649,NewSurname9022,9,9,7,7,8,7
NewName9791,NewSurname9731,6,4,8,8,2,5
NewName7301,NewSurname3229,8,3,6,6,4,7
NewName2500,NewSurname3024,3,4,4,4,7,7
NewName1908,NewSurname5243,7,9,6,6,4,9
NewName7852,NewSurname7501,1,2,6,6,2,7
NewName9784,NewSurname8073,5,9,9,9,8,8
NewName2033,NewSurname9104,2,4,3,3,2,9
NewName1564,NewSurname5107,8,2,7,7,4,6
NewName9270,NewSurname2782,1,6,8,8,6,6
NewName3021,NewSurname3524,7,1,4,4,2,6
NewName7675,NewSurname567,9,1,3,3,8,6
NewName9556,NewSurname1403,8,3,7,7,3,8
NewName2364,NewSurname4988,1,9,6,6,2,5
NewName3969,NewSurname3465,7,6,4,4,3,8
NewName1711,NewSurname3634,4,1,8,8,9,8
NewName6529,NewSurname7844,3,5,5,5,8,8
NewName7484,NewSurname2255,9,4,2,2,9,6
NewName5976,NewSurname3171,1,6,3,3,7,7
NewName358,NewSurname9032,1,1,6,6,2,8
NewName7668,NewSurname8300,2,8,5,5,4,9
NewName3376,NewSurname5620,5,6,7,7,6,6
NewName2961,NewSurname9340,3,8,1,1,2,9
NewName2109,NewSurname8494,8,8,4,4,5,5
NewName9075,NewSurname1683,3,8,4,4,3,9
NewName1428,NewSurname9158,2,7,5,5,6,6
NewName5687,NewSurname5881,8,6,9,9,9,8
NewName7813,NewSurname2531,2,8,6,6,3,9
NewName7282,NewSurname3189,7,2,1,1,1,6
NewName6225,NewSurname6634,9,1,5,5,1,7
NewName4832,NewSurname4629,5,4,6,6,8,9
NewName4918,NewSurname5252,3,9,6,6,8,6
NewName2047,NewSurname1361,7,7,7,7,7,8
NewName2186,NewSurname466,3,9,4,4,4,7
NewName4273,NewSurname3380,9,8,6,6,1,7
NewName2593,NewSurname3337,9,4,3,3,5,8
NewName4801,NewSurname4998,7,1,5,5,9,7
NewName9245,NewSurname8318,6,7,8,8,6,6
NewName3329,NewSurname6765,6,9,9,9,2,5
NewName2284,NewSurname5189,8,3,3,3,2,9
NewName2509,NewSurname5235,7,5,3,3,5,8
NewName1241,NewSurname8570,6,7,7,7,9,8
NewName9871,NewSurname5330,7,7,5,5,1,6
NewName57,NewSurname1497,3,5,3,3,9,8
NewName1799,NewSurname2650,7,9,2,2,8,6
NewName3074,NewSurname8022,2,3,2,2,8,7
NewName650,NewSurname9487,7,5,6,6,6,9
NewName2318,NewSurname5861,3,1,5,5,4,6
NewName9144,NewSurname7330,9,3,1,1,1,7
NewName2887,NewSurname3094,7,6,9,9,1,9
NewName9488,NewSurname2781,8,6,1,1,6,6
NewName4710,NewSurname2568,9,1,4,4,1,8
NewName6114,NewSurname3223,7,5,8,8,8,8
NewName8869,NewSurname4144,2,7,1,1,8,8
NewName1815,NewSurname405,5,3,2,2,5,8
NewName2947,NewSurname1110,4,1,5,5,3,9
NewName4371,NewSurname6513,7,4,6,6,6,8
NewName5061,NewSurname8755,3,7,5,5,3,6
NewName6899,NewSurname1781,9,4,4,4,6,6
NewName338,NewSurname2267,8,5,8,8,5,7
NewName6773,NewSurname5228,7,9,8,8,1,5
NewName1926,NewSurname4680,8,1,1,1,8,7
NewName5778,NewSurname2168,3,2,8,8,5,8
NewName604,NewSurname7486,3,6,3,3,5,9
NewName4011,NewSurname3572,8,5,6,6,6,9
NewName3109,NewSurname7828,8,6,1,1,5,6
